Title,Old Price,Discounted Price,Discount %,Link,Promo Note
Ingham's Chicken Tenders Crunchy Fixx Buttermilk 500g,16.5,14.5,12.1,https://www.woolworths.co.nz/shop/product-details/ingham-s-chicken-tenders-crunchy-fixx-buttermilk,SAVE $2.00
Uncle Tobys Roll-Ups Fruit Snack Rainbow Berry Berry 94g,5.49,4,27.1,https://www.woolworths.co.nz/shop/product-details/uncle-tobys-roll-ups-fruit-snack-rainbow-berry-berry,
Tilda Microwave Rice Pure Basmati 250g,,3.5,,https://www.woolworths.co.nz/shop/product-details/tilda-microwave-rice-pure-basmati,2 for $5.50
Ornelle Brie Cheese 110g,4.36,3.69,15.4,https://www.woolworths.co.nz/shop/product-details/ornelle-brie-cheese,SAVE $0.67
Tegel Free Range Chicken Tenders Panko 750g,16,9.89,38.2,https://www.woolworths.co.nz/shop/product-details/tegel-free-range-chicken-tenders-panko,
McCain Pizza Family Pepperoni 490g,8.79,6.39,27.3,https://www.woolworths.co.nz/shop/product-details/mccain-pizza-family-pepperoni,
Oscar Wet Cat Food Meat Menus 12x85g,14.2,9.89,30.4,https://www.woolworths.co.nz/shop/product-details/oscar-wet-cat-food-meat-menus,SAVE $4.31
Lisa's Hummus Beetroot With Roasted Cashews 200g,5.19,3.99,23.1,https://www.woolworths.co.nz/shop/product-details/lisa-s-hummus-beetroot-with-roasted-cashews,
Woolworths Bread Rolls Long Soft 6 Pack,5,4.5,10.0,https://www.woolworths.co.nz/shop/product-details/woolworths-bread-rolls-long-soft,SAVE $0.50
Arnott's Shapes Crackers Cheddar 175g,3.99,2.99,25.1,https://www.woolworths.co.nz/shop/product-details/arnott-s-shapes-crackers-cheddar,
Anchor Uno Yoghurt Pouch Smooth Banana Squeezie 100g,2.45,2,18.4,https://www.woolworths.co.nz/shop/product-details/anchor-uno-yoghurt-pouch-smooth-banana-squeezie,
Sparkling Duet Lemonade Diet 1.5L,2.49,1.33,46.6,https://www.woolworths.co.nz/shop/product-details/sparkling-duet-lemonade-diet,SAVE $1.16
McCoy Fruit Juice Orange 1L,4.19,3,28.4,https://www.woolworths.co.nz/shop/product-details/mccoy-fruit-juice-orange,SAVE $1.19
Tegel Free Range Chicken Bites Super Tasty 750g,16,9.89,38.2,https://www.woolworths.co.nz/shop/product-details/tegel-free-range-chicken-bites-super-tasty,
Wattie's Salsa Chilli Beans Medium 420g,3.99,3.19,20.1,https://www.woolworths.co.nz/shop/product-details/wattie-s-salsa-chilli-beans-medium,
Chesdale Cheese Slices Smoked 250g,4.99,3.9,21.8,https://www.woolworths.co.nz/shop/product-details/chesdale-cheese-slices-smoked,SAVE $1.09
Woolworths Taco Sauce Mild 240g,4,3.19,20.2,https://www.woolworths.co.nz/shop/product-details/woolworths-taco-sauce-mild,
Hutton's Sizzlers Double Cheese 450g,6.8,5,26.5,https://www.woolworths.co.nz/shop/product-details/hutton-s-sizzlers-double-cheese,SAVE $1.80
Makikihi Premium Fries Crinkle Cut 2kg,11.2,10,10.7,https://www.woolworths.co.nz/shop/product-details/makikihi-premium-fries-crinkle-cut,SAVE $1.20
Alpine Grated Cheese Tasty 750g,15.99,12.69,20.6,https://www.woolworths.co.nz/shop/product-details/alpine-grated-cheese-tasty,SAVE $3.30
Libra Ultra Thin Pads Regular With Wings 14 Pack,5.99,4.29,28.4,https://www.woolworths.co.nz/shop/product-details/libra-ultra-thin-pads-regular-with-wings,SAVE $1.70
Deep Cove Sardines In Spring Water 125g,2.49,1.99,20.1,https://www.woolworths.co.nz/shop/product-details/deep-cove-sardines-in-spring-water,SAVE $0.50
Four'N Twenty Frozen Pie 4pk Beef & Cheese 700g,10.89,8.99,17.4,https://www.woolworths.co.nz/shop/product-details/four-n-twenty-frozen-pie-4pk-beef-cheese,SAVE $1.90
Cadbury chocolate bar 45g,2.29,0.99,1,https://www.woolworths.co.nz/shop/product-details/cadbury-biscoff-chocolate-bar,
Vitasoy Almond Unsweetened UHT Milk 1L,4.19,3.39,19.1,https://www.woolworths.co.nz/shop/product-details/vitasoy-almond-unsweetened-uht-milk,SAVE $0.80
Mainland Cheese Tasty 700g,18.95,15.99,15.6,https://www.woolworths.co.nz/shop/product-details/mainland-cheese-tasty,SAVE $2.96
Fancy Feast Classic Wet Cat Food Pate Savory Salmon Feast 85g,1.85,1.35,27.0,https://www.woolworths.co.nz/shop/product-details/fancy-feast-classic-wet-cat-food-pate-savory-salmon-feast,SAVE $0.50
Marcel's Pancakes Plain 6 Pack,4.8,4.3,10.4,https://www.woolworths.co.nz/shop/product-details/marcel-s-pancakes-plain,SAVE $0.50
Cadbury Chocolate Sharepack Twirl 12 Pack,7,5.5,21.4,https://www.woolworths.co.nz/shop/product-details/cadbury-chocolate-sharepack-twirl,SAVE $1.50
Turkish Kitchen Hummus Traditional 200g,4.19,3.75,10.5,https://www.woolworths.co.nz/shop/product-details/turkish-kitchen-hummus-traditional,SAVE $0.44
Swisspers Cotton Buds 240 Pack,5.49,4.5,18.0,https://www.woolworths.co.nz/shop/product-details/swisspers-cotton-buds,SAVE $0.99
Palmolive Naturals Body Wash Pomegranate & Mango Shower Gel 1L,11.49,7.99,30.5,https://www.woolworths.co.nz/shop/product-details/palmolive-naturals-body-wash-pomegranate-mango-shower-gel,SAVE $3.50
Woolworths Cookies Chunky Chocolate Chips 24 Pack,10.3,9,12.6,https://www.woolworths.co.nz/shop/product-details/woolworths-cookies-chunky-chocolate-chips,SAVE $1.30
Huggies Drynites Boys 4-7 Years 9 Pack,11.99,11,8.3,https://www.woolworths.co.nz/shop/product-details/huggies-drynites-boys-4-7-years,SAVE $0.99
Arnott's Shapes Crackers Nacho Cheese 160g,3.99,2.99,25.1,https://www.woolworths.co.nz/shop/product-details/arnott-s-shapes-crackers-nacho-cheese,
Tasti Milkies Cake Bars Choc Strawberry 200g,5.79,4.9,15.4,https://www.woolworths.co.nz/shop/product-details/tasti-milkies-cake-bars-choc-strawberry,
Eta Munchos Multi Pack Spicy Tomato,4.19,3.5,16.5,https://www.woolworths.co.nz/shop/product-details/eta-munchos-multi-pack-spicy-tomato,
Purina One Healthy Adult Wet Cat Food Chicken In Gravy 70g,1.89,1.35,28.6,https://www.woolworths.co.nz/shop/product-details/purina-one-healthy-adult-wet-cat-food-chicken-in-gravy,SAVE $0.54
Glow Lab Body Wash Vanilla Bean & Coconut 900mL,19.39,10.99,43.3,https://www.woolworths.co.nz/shop/product-details/glow-lab-body-wash-vanilla-bean-coconut,SAVE $8.40
Dole Tropical Pineapple Slices In Juice 227g,2.19,1.85,15.5,https://www.woolworths.co.nz/shop/product-details/dole-tropical-pineapple-slices-in-juice,
Sunrice White Rice Calrose Medium Grain 1kg,4.45,3.2,28.1,https://www.woolworths.co.nz/shop/product-details/sunrice-white-rice-calrose-medium-grain,
Heartland Chips Sour Cream & Chives 150g,3.09,2.5,19.1,https://www.woolworths.co.nz/shop/product-details/heartland-chips-sour-cream-chives,SAVE $0.59
Edmonds Brownie Mix Choc Fudge Brownie 560g,6.89,6.19,10.2,https://www.woolworths.co.nz/shop/product-details/edmonds-brownie-mix-choc-fudge-brownie,SAVE $0.70
V Energy Drink Strawberry Crush 500mL,4.24,2.49,41.3,https://www.woolworths.co.nz/shop/product-details/v-energy-drink-strawberry-crush,SAVE $1.75
Continental Sensations Chicken Stock Pot 4 x 28g,5.85,5,14.5,https://www.woolworths.co.nz/shop/product-details/continental-sensations-chicken-stock-pot,
Woolworths Instore Deli Shaved Ham 98% Fat Free Leg per kg,26,21.9,15.8,https://www.woolworths.co.nz/shop/product-details/woolworths-instore-deli-shaved-ham-98-fat-free-leg,SAVE $4.10
Wattie's Wok Creations Frozen Stir Fry Vegetables Chinese  Style 400g,4.49,3.5,22.0,https://www.woolworths.co.nz/shop/product-details/wattie-s-wok-creations-frozen-stir-fry-vegetables-chinese-style,
Destination Italy Pizza Mushroom & Truffle 400g,12,9.9,17.5,https://www.woolworths.co.nz/shop/product-details/destination-italy-pizza-mushroom-truffle,
Superior Chunky Dog Food Original 2kg,12.19,10.9,10.6,https://www.woolworths.co.nz/shop/product-details/superior-chunky-dog-food-original,SAVE $1.29
Tasti Muesli Bars Carob Apricot Snak Log 240g,6.39,5.69,11.0,https://www.woolworths.co.nz/shop/product-details/tasti-muesli-bars-carob-apricot-snak-log,SAVE $0.70
Hellers Ham Shaved Manuka Smoked 200g,6.65,4.5,32.3,https://www.woolworths.co.nz/shop/product-details/hellers-ham-shaved-manuka-smoked,SAVE $2.15
Anathoth Farm Raspberry Jam 455g,6.99,6.29,10.0,https://www.woolworths.co.nz/shop/product-details/anathoth-farm-raspberry-jam,SAVE $0.70
Silver Fern Farms Beef Eye Fillet Steak 300g,27.99,25.2,10.0,https://www.woolworths.co.nz/shop/product-details/silver-fern-farms-beef-eye-fillet-steak,SAVE $2.79
Maggi Instant Gravy Mix Roast Meat 27g,1.29,1,22.5,https://www.woolworths.co.nz/shop/product-details/maggi-instant-gravy-mix-roast-meat,
Palmolive Naturals Body Wash Moisturising Cherry Blossom 1L,11.49,7.99,30.5,https://www.woolworths.co.nz/shop/product-details/palmolive-naturals-body-wash-moisturising-cherry-blossom,SAVE $3.50
Ornelle Camembert Cheese 110g,4.36,3.69,15.4,https://www.woolworths.co.nz/shop/product-details/ornelle-camembert-cheese,SAVE $0.67
Mexicano Corn Chips Sea Salt & Lime 170g,3.4,2.9,14.7,https://www.woolworths.co.nz/shop/product-details/mexicano-corn-chips-sea-salt-lime,SAVE $0.50
Cadbury Biscuits Breakaway Milk Chocolate 180g,5.99,3.5,41.6,https://www.woolworths.co.nz/shop/product-details/cadbury-biscuits-breakaway-milk-chocolate,SAVE $2.49
Trolli Sweets Brite Crawlers 150g,3,2.5,16.7,https://www.woolworths.co.nz/shop/product-details/trolli-sweets-brite-crawlers,SAVE $0.50
The Greater Good Matamata Fries Beer Battered Steak Cut 750g,5.2,4.5,13.5,https://www.woolworths.co.nz/shop/product-details/the-greater-good-matamata-fries-beer-battered-steak-cut,SAVE $0.70
Huggies Baby Wipes 99% Purified Water 72 Pack,5.8,3.99,31.2,https://www.woolworths.co.nz/shop/product-details/huggies-baby-wipes-99-purified-water,SAVE $1.81
Tip Top Moments Frozen Dessert Neapolitan 2L,6.49,5.5,15.3,https://www.woolworths.co.nz/shop/product-details/tip-top-moments-frozen-dessert-neapolitan,SAVE $0.99
Cadbury Chocolate Bar Cherry Ripe 44g,2.29,0.99,1,https://www.woolworths.co.nz/shop/product-details/cadbury-chocolate-bar-cherry-ripe,
Rebel Bakehouse Bagels Low Carb Max 4 Pack,5.39,4.8,10.9,https://www.woolworths.co.nz/shop/product-details/rebel-bakehouse-bagels-low-carb-max,
Thextons Fruit Drink Blackcurrant 2.4L,4.99,4,19.8,https://www.woolworths.co.nz/shop/product-details/thextons-fruit-drink-blackcurrant,
Proper Crisps Chips Marlborough Sea Salt 150g,5.89,4,32.1,https://www.woolworths.co.nz/shop/product-details/proper-crisps-chips-marlborough-sea-salt,
Morning Fresh Dishwash Liquid Raspberry & Crisp Apple 900mL,8.99,6.99,22.2,https://www.woolworths.co.nz/shop/product-details/morning-fresh-dishwash-liquid-raspberry-crisp-apple,SAVE $2.00
Tararua Spread Supersoft Original 500g,8.49,7.6,10.5,https://www.woolworths.co.nz/shop/product-details/tararua-spread-supersoft-original,SAVE $0.89
Fancy Feast Gravy Lovers Wet Cat Food Beef Feast 85g,1.85,1.35,27.0,https://www.woolworths.co.nz/shop/product-details/fancy-feast-gravy-lovers-wet-cat-food-beef-feast,SAVE $0.50
Uncle Tobys Cheerios Cereal Original Wholegrain 320g,7.29,5.29,27.4,https://www.woolworths.co.nz/shop/product-details/uncle-tobys-cheerios-cereal-original-wholegrain,
Schweppes Drink Mixers Diet Indian Tonic Water 1.5L,4.49,3,33.2,https://www.woolworths.co.nz/shop/product-details/schweppes-drink-mixers-diet-indian-tonic-water,
San Remo Pasta Elbow Italian No. 35 500g,,3.29,,https://www.woolworths.co.nz/shop/product-details/san-remo-pasta-elbow-italian-no-35,2 for $5.00
Live Plus Energy Drink Persist 500mL,2.79,2.25,19.4,https://www.woolworths.co.nz/shop/product-details/live-plus-energy-drink-persist,SAVE $0.54
John West Chunk Style Tuna In Spring Water 95g,2.5,2,20.0,https://www.woolworths.co.nz/shop/product-details/john-west-chunk-style-tuna-in-spring-water,
Tip Top Moments Frozen Dessert Cookies & Cream 2L,6.49,5.5,15.3,https://www.woolworths.co.nz/shop/product-details/tip-top-moments-frozen-dessert-cookies-cream,SAVE $0.99
Tip Top Moments Frozen Dessert Vanilla 2L,6.49,5.5,15.3,https://www.woolworths.co.nz/shop/product-details/tip-top-moments-frozen-dessert-vanilla,SAVE $0.99
Chicago Pizza Mini Meatlovers 150g,2.7,2,25.9,https://www.woolworths.co.nz/shop/product-details/chicago-pizza-mini-meatlovers,SAVE $0.70
Pascall Lollies Fruit Jubes 180g,2.95,1.99,32.5,https://www.woolworths.co.nz/shop/product-details/pascall-lollies-fruit-jubes,SAVE $0.96
Tasti Protein Bars Triple Choc 225g,6.89,5.49,20.3,https://www.woolworths.co.nz/shop/product-details/tasti-protein-bars-triple-choc,SAVE $1.40
High Mark Crispy Noodles Traditional Flavour 140g,2.19,1.85,15.5,https://www.woolworths.co.nz/shop/product-details/high-mark-crispy-noodles-traditional-flavour,SAVE $0.34
Whittaker's Chocolate Dark Almond 62% 250g,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/whittaker-s-chocolate-dark-almond-62,SAVE $1.00
Fancy Feast Classic Wet Cat Food Pate Beef & Chicken Feast 85g,1.85,1.35,27.0,https://www.woolworths.co.nz/shop/product-details/fancy-feast-classic-wet-cat-food-pate-beef-chicken-feast,SAVE $0.50
Cadbury Chocolate Caramello 345g,9.9,6.49,34.4,https://www.woolworths.co.nz/shop/product-details/cadbury-chocolate-caramello,SAVE $3.41
Eta Uppercuts Deli Cut Chips Sweet Chilli Relish 140g,3.79,2.5,34.0,https://www.woolworths.co.nz/shop/product-details/eta-uppercuts-deli-cut-chips-sweet-chilli-relish,
Yoplait Max Protein Yoghurt Tub Vanilla 900g,9.95,8.75,12.1,https://www.woolworths.co.nz/shop/product-details/yoplait-max-protein-yoghurt-tub-vanilla,
Dole Tropical Pineapple Chunks In Juice 227g,2.19,1.85,15.5,https://www.woolworths.co.nz/shop/product-details/dole-tropical-pineapple-chunks-in-juice,
Mainland Butter 500g,10.5,9.45,10.0,https://www.woolworths.co.nz/shop/product-details/mainland-butter,SAVE $1.05
Hellers Streaky Bacon Manuka Smoked 800g,21.99,16.5,25.0,https://www.woolworths.co.nz/shop/product-details/hellers-streaky-bacon-manuka-smoked,SAVE $5.49
Fancy Feast Wet Cat Food Chunky Chicken Feast 85g,1.85,1.35,27.0,https://www.woolworths.co.nz/shop/product-details/fancy-feast-wet-cat-food-chunky-chicken-feast,SAVE $0.50
Pepsi Max Soft Drink Vanilla 1.5L,4.49,2.99,33.4,https://www.woolworths.co.nz/shop/product-details/pepsi-max-soft-drink-vanilla,SAVE $1.50
Tasti Fruitsies Fruit Sticks Strawberry Vanilla 200g,5.79,4.9,15.4,https://www.woolworths.co.nz/shop/product-details/tasti-fruitsies-fruit-sticks-strawberry-vanilla,
Pascall Lollies Lolly Scramble 170g,2.95,1.99,32.5,https://www.woolworths.co.nz/shop/product-details/pascall-lollies-lolly-scramble,SAVE $0.96
Woolworths NZ Pork Loin Steaks Sweet & Smoky 2 Pack 250g,10.3,9.2,10.7,https://www.woolworths.co.nz/shop/product-details/woolworths-nz-pork-loin-steaks-sweet-smoky,
Flemings Snacker Muesli Bars Lotsa Choc 162g,3.79,2.69,29.0,https://www.woolworths.co.nz/shop/product-details/flemings-snacker-muesli-bars-lotsa-choc,
Leader Snack Bites Jalapeno Cheese 500g,11.99,8.49,29.2,https://www.woolworths.co.nz/shop/product-details/leader-snack-bites-jalapeno-cheese,
Heinz Seriously Good Mayonnaise Original 470g,8.4,6.7,20.2,https://www.woolworths.co.nz/shop/product-details/heinz-seriously-good-mayonnaise-original,
Wattie's Frozen Meal Cottage Pie 270g,6.3,3.59,43.0,https://www.woolworths.co.nz/shop/product-details/wattie-s-frozen-meal-cottage-pie,
Lotus Biscoff Spread 400g,9.99,9,9.9,https://www.woolworths.co.nz/shop/product-details/lotus-biscoff-spread,SAVE $0.99
Iddy Biddy Fruit Snacks Tropical 160g,4,3.49,12.7,https://www.woolworths.co.nz/shop/product-details/iddy-biddy-fruit-snacks-tropical,SAVE $0.51
Huggies Thick Baby Wipes Cucumber & Aloe 80 Pack,5.25,3.99,24.0,https://www.woolworths.co.nz/shop/product-details/huggies-thick-baby-wipes-cucumber-aloe,SAVE $1.26
Fancy Feast Grilled Wet Cat Food Salmon Feast Gravy 85g,1.85,1.35,27.0,https://www.woolworths.co.nz/shop/product-details/fancy-feast-grilled-wet-cat-food-salmon-feast-gravy,SAVE $0.50
Heinz Seriously Good Aioli Garlic 500mL,11,6.8,38.2,https://www.woolworths.co.nz/shop/product-details/heinz-seriously-good-aioli-garlic,SAVE $4.20
Only Organic Stage 2 Baby Food Banana Blueberry & Quinoa 120g,2.29,1.8,21.4,https://www.woolworths.co.nz/shop/product-details/only-organic-stage-2-baby-food-banana-blueberry-quinoa,SAVE $0.49
Purina One Healthy Adult Dry Cat Food Chicken 1.5kg,27.8,18.69,32.8,https://www.woolworths.co.nz/shop/product-details/purina-one-healthy-adult-dry-cat-food-chicken,SAVE $9.11
Woolworths Mini Croissants Chocolate 8 Pack,8,7.2,10.0,https://www.woolworths.co.nz/shop/product-details/woolworths-mini-croissants-chocolate,SAVE $0.80
Dilmah Black Tea Bags Premium 200g 100 Pack,7.49,6.5,13.2,https://www.woolworths.co.nz/shop/product-details/dilmah-black-tea-bags-premium-200g,
Coffee Supreme Coffee Beans Whole 200g,12.99,9.99,23.1,https://www.woolworths.co.nz/shop/product-details/coffee-supreme-coffee-beans-whole,SAVE $3.00
Monster Energy Energy Drink Zero Ultra 4 x 250 mL,7.99,6,24.9,https://www.woolworths.co.nz/shop/product-details/monster-energy-energy-drink-zero-ultra,SAVE $1.99
Arnott's Creme Filled Kingston Creams 200g,3.99,3,24.8,https://www.woolworths.co.nz/shop/product-details/arnott-s-creme-filled-kingston-creams,
Rebel Bakehouse Wraps High Protein Low Sugar,5.99,5.3,11.5,https://www.woolworths.co.nz/shop/product-details/rebel-bakehouse-wraps-high-protein-low-sugar,
Chobani Kids No Added Sugar Yoghurt Blueberry 100g,2.4,2,16.7,https://www.woolworths.co.nz/shop/product-details/chobani-kids-no-added-sugar-yoghurt-blueberry,
Rangitikei Free Range Chicken Korean Style Bites 400g,14,12.5,10.7,https://www.woolworths.co.nz/shop/product-details/rangitikei-free-range-chicken-korean-style-bites,
Yoplait Max Protein Yoghurt Tub Plain 900g,9.95,8.75,12.1,https://www.woolworths.co.nz/shop/product-details/yoplait-max-protein-yoghurt-tub-plain,
Pieter's Salami Stick Dutch 250g,7.99,7,12.4,https://www.woolworths.co.nz/shop/product-details/pieter-s-salami-stick-dutch,SAVE $0.99
Sunrice Microwave Basmati Rice Cup 2 x 125g pack,3.09,2.7,12.6,https://www.woolworths.co.nz/shop/product-details/sunrice-microwave-basmati-rice-cup,
Ceres Organics Seaweed Snack Teriyaki BBQ 8x2g,6.99,6.2,11.3,https://www.woolworths.co.nz/shop/product-details/ceres-organics-seaweed-snack-teriyaki-bbq,SAVE $0.79
Sprite Lemonade Lemon Lime 30 Pack,35.99,26.99,25.0,https://www.woolworths.co.nz/shop/product-details/sprite-lemonade-lemon-lime,
Fancy Feast Classic Wet Cat Food Pate Chicken Feast 85g,1.85,1.35,27.0,https://www.woolworths.co.nz/shop/product-details/fancy-feast-classic-wet-cat-food-pate-chicken-feast,SAVE $0.50
Lisa's Hummus Caramelized Onion 200g,5.19,3.99,23.1,https://www.woolworths.co.nz/shop/product-details/lisa-s-hummus-caramelized-onion,
Bundaberg Ginger Beer 10 x 375mL,19.99,17.99,10.0,https://www.woolworths.co.nz/shop/product-details/bundaberg-ginger-beer,SAVE $2.00
Purina One Coat & Hairball Wet Cat Food Chicken In Gravy 70g,1.89,1.35,28.6,https://www.woolworths.co.nz/shop/product-details/purina-one-coat-hairball-wet-cat-food-chicken-in-gravy,SAVE $0.54
Harvest Snaps Pea Crisps Original Salted 90g 5 Pack,5,3.5,30.0,https://www.woolworths.co.nz/shop/product-details/harvest-snaps-pea-crisps-original-salted-90g,SAVE $1.50
Wattie's Pasta Sauce Original 420g,4.2,2.9,31.0,https://www.woolworths.co.nz/shop/product-details/wattie-s-pasta-sauce-original,SAVE $1.30
Whittaker's Chocolate Almond Gold 250g,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/whittaker-s-chocolate-almond-gold,SAVE $1.00
Moccona Coffee Sachets Strong Cappuccino 264g,14.8,11,25.7,https://www.woolworths.co.nz/shop/product-details/moccona-coffee-sachets-strong-cappuccino,SAVE $3.80
Up&Go Protein Breakfast Drink Vanilla 12 Pack,21.49,18.99,11.6,https://www.woolworths.co.nz/shop/product-details/up-go-protein-breakfast-drink-vanilla,
Best Foods Mayonnaise Light 340mL,6.9,5.9,14.5,https://www.woolworths.co.nz/shop/product-details/best-foods-mayonnaise-light,SAVE $1.00
San Remo Pulse Pasta Spirals Gluten Free Red Lentils 250g,4.99,3.6,27.9,https://www.woolworths.co.nz/shop/product-details/san-remo-pulse-pasta-spirals-gluten-free-red-lentils,
Edmonds Pancake Mix Shaker Original 350g,4.69,3.99,14.9,https://www.woolworths.co.nz/shop/product-details/edmonds-pancake-mix-shaker-original,SAVE $0.70
Colgate Plax Antibacterial Mouthwash Rinse Fresh Mint 500mL,7.79,4.49,42.4,https://www.woolworths.co.nz/shop/product-details/colgate-plax-antibacterial-mouthwash-rinse-fresh-mint,SAVE $3.30
Pretzels Pretzels Milk Chocolate Coated 140g,6,4.6,23.3,https://www.woolworths.co.nz/shop/product-details/pretzels-pretzels-milk-chocolate-coated,SAVE $1.40
Only Organic Baby Food 8+ Months Apple Blueberry Blackberry Oat 120g,2.29,1.8,21.4,https://www.woolworths.co.nz/shop/product-details/only-organic-baby-food-8-months-apple-blueberry-blackberry-oat,SAVE $0.49
Milkybar Chocolate Block White 170g,6.49,5.19,20.0,https://www.woolworths.co.nz/shop/product-details/milkybar-chocolate-block-white,SAVE $1.30
Fancy Feast Grilled Wet Cat Food Salmon & Shrimp 85g,1.85,1.35,27.0,https://www.woolworths.co.nz/shop/product-details/fancy-feast-grilled-wet-cat-food-salmon-shrimp,SAVE $0.50
Heinz Seriously Good Aioli Garlic 460g,8.4,6.7,20.2,https://www.woolworths.co.nz/shop/product-details/heinz-seriously-good-aioli-garlic,SAVE $1.70
Havana Coffee Works Plunger Grind Super Deluxe 200g,11.5,9.49,17.5,https://www.woolworths.co.nz/shop/product-details/havana-coffee-works-plunger-grind-super-deluxe,SAVE $2.01
Whittaker's Chocolate Hokey Pokey Crunch 250g,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/whittaker-s-chocolate-hokey-pokey-crunch,SAVE $1.00
Keri Fruit Drink Tropical 1L,3.99,2.5,37.3,https://www.woolworths.co.nz/shop/product-details/keri-fruit-drink-tropical,
So Good Oat Milk Chocolate 1L,4.99,3.99,20.0,https://www.woolworths.co.nz/shop/product-details/so-good-oat-milk-chocolate,
Much Moore Awesome Ice Cream Vanilla 2L,7.99,6.5,18.6,https://www.woolworths.co.nz/shop/product-details/much-moore-awesome-ice-cream-vanilla,SAVE $1.49
Huggies Thick Baby Wipes Coconut Oil 80 Pack,5.25,3.99,24.0,https://www.woolworths.co.nz/shop/product-details/huggies-thick-baby-wipes-coconut-oil,SAVE $1.26
Uncle Tobys Oats Quick Sachets Creamy Honey 368g,6.4,5,21.9,https://www.woolworths.co.nz/shop/product-details/uncle-tobys-oats-quick-sachets-creamy-honey,
Mexicano Corn Chips Tasty Salsa 170g,3.4,2.9,14.7,https://www.woolworths.co.nz/shop/product-details/mexicano-corn-chips-tasty-salsa,
Fancy Feast Grilled Wet Cat Food Chicken Feast In Gravy 85g,1.85,1.35,27.0,https://www.woolworths.co.nz/shop/product-details/fancy-feast-grilled-wet-cat-food-chicken-feast-in-gravy,SAVE $0.50
Silver Fern Farms Beef Stir-Fry 350g,15,13.5,10.0,https://www.woolworths.co.nz/shop/product-details/silver-fern-farms-beef-stir-fry,SAVE $1.50
Eta Munchos Multi Pack Cheese & Onion,4.19,3.5,16.5,https://www.woolworths.co.nz/shop/product-details/eta-munchos-multi-pack-cheese-onion,
Pieter's Salami Sliced Dutch 100g,3.8,2.5,34.2,https://www.woolworths.co.nz/shop/product-details/pieter-s-salami-sliced-dutch,SAVE $1.30
Hellers Sausages Precooked Gluten Free 1kg pack,,13.49,,https://www.woolworths.co.nz/shop/product-details/hellers-sausages-precooked-gluten-free,2 for $20.00
Nutella Hazelnut Spread 220g,5.99,4.99,16.7,https://www.woolworths.co.nz/shop/product-details/nutella-hazelnut-spread,SAVE $1.00
Chicago Pizza Mini BBQ Chicken & Bacon 150g,2.7,2,25.9,https://www.woolworths.co.nz/shop/product-details/chicago-pizza-mini-bbq-chicken-bacon,SAVE $0.70
Trident Sweet Chilli Sauce 730mL,5.8,5,13.8,https://www.woolworths.co.nz/shop/product-details/trident-sweet-chilli-sauce,SAVE $0.80
Wattie's Frozen Meal Butter Chicken Curry 250g,6.3,3.59,43.0,https://www.woolworths.co.nz/shop/product-details/wattie-s-frozen-meal-butter-chicken-curry,
San Remo Pasta Penne No. 18 500g,,3.29,,https://www.woolworths.co.nz/shop/product-details/san-remo-pasta-penne-no-18,2 for $5.00
Lee Kum Kee Sesame Oil Pure Gluten Free 207mL,7.39,6.6,10.7,https://www.woolworths.co.nz/shop/product-details/lee-kum-kee-sesame-oil-pure-gluten-free,SAVE $0.79
Libra Extra Pads Goodnights Wings 10 Pack,5.99,4.29,28.4,https://www.woolworths.co.nz/shop/product-details/libra-extra-pads-goodnights-wings,SAVE $1.70
Otis Oat Milk The Everyday One 1L,4.69,3.69,21.3,https://www.woolworths.co.nz/shop/product-details/otis-oat-milk-the-everyday-one,SAVE $1.00
Wattie's Chilli Beans Hot 420g,3.99,3.19,20.1,https://www.woolworths.co.nz/shop/product-details/wattie-s-chilli-beans-hot,
Sunrice Microwave Jasmine Rice Cup 2 x 125g pack,3.09,2.7,12.6,https://www.woolworths.co.nz/shop/product-details/sunrice-microwave-jasmine-rice-cup,
Woolworths Sliced Ham & Chicken Flavoured Luncheon 200g,4,3.3,17.5,https://www.woolworths.co.nz/shop/product-details/woolworths-sliced-ham-chicken-flavoured-luncheon,
Quarterpast Coffee Syrup Caramel 250mL,5.79,5,13.6,https://www.woolworths.co.nz/shop/product-details/quarterpast-coffee-syrup-caramel,SAVE $0.79
Sprite Lemonade Lemon Lime No Sugar 8 Pack,13.99,8.99,35.7,https://www.woolworths.co.nz/shop/product-details/sprite-lemonade-lemon-lime-no-sugar,
Nescafe Coffee Sachets Vanilla Latte 10 Pack,7.92,4.69,40.8,https://www.woolworths.co.nz/shop/product-details/nescafe-coffee-sachets-vanilla-latte,
Delisio Dip Basil Pesto 135g,4.79,4.3,10.2,https://www.woolworths.co.nz/shop/product-details/delisio-dip-basil-pesto,SAVE $0.49
Up&Go Liquid Breakfast Vanilla Ice Fridge Pack 250mL,19.99,17.49,12.5,https://www.woolworths.co.nz/shop/product-details/up-go-liquid-breakfast-vanilla-ice-fridge-pack,
Dettol Healthy Clean Kitchen Spray Antibacterial 500mL,6.29,3.99,36.6,https://www.woolworths.co.nz/shop/product-details/dettol-healthy-clean-kitchen-spray-antibacterial,SAVE $2.30
